scenario,overall_status,gate1_name,gate1_status,gate1_value,gate1_threshold,gate2_name,gate2_status,gate2_value,gate2_threshold,gate3_name,gate3_status,gate3_value,gate3_threshold,gate4_name,gate4_status,gate4_value,gate4_threshold,avg_completed,avg_tp,avg_p90_lt,avg_reworks,ci_width_tp
S1_Baseline,FAIL,Gate1: 完了ジョブ数下限,FAIL,0.0,5,Gate2: 統計品質(CI幅),FAIL,3.9199,0.5,Gate3: P90待ち時間基準,PASS,4.3254,300.0,Gate4: 平均差し戻し回数,PASS,0.05,5.0,0.0,4.5662100456621006e-05,4.325414483043835,0.05,3.9199141538800295
S2_HeavyRework,FAIL,Gate1: 完了ジョブ数下限,FAIL,0.0,5,Gate2: 統計品質(CI幅),PASS,0.0,0.5,Gate3: P90待ち時間基準,PASS,0.0,300.0,Gate4: 平均差し戻し回数,PASS,0.0,5.0,0.0,0.0,0.0,0.0,0.0
S3_DR2_Heavy,FAIL,Gate1: 完了ジョブ数下限,FAIL,0.0,5,Gate2: 統計品質(CI幅),FAIL,3.9199,0.5,Gate3: P90待ち時間基準,PASS,4.2602,300.0,Gate4: 平均差し戻し回数,PASS,0.0,5.0,0.0,4.5662100456621006e-05,4.260166092515936,0.0,3.9199141538800295
S4_Rework_Spiral,FAIL,Gate1: 完了ジョブ数下限,FAIL,0.0,5,Gate2: 統計品質(CI幅),PASS,0.0,0.5,Gate3: P90待ち時間基準,PASS,0.0,300.0,Gate4: 平均差し戻し回数,PASS,0.0,5.0,0.0,0.0,0.0,0.0,0.0
S5_Res_Crunch,FAIL,Gate1: 完了ジョブ数下限,FAIL,0.0,5,Gate2: 統計品質(CI幅),FAIL,3.9199,0.5,Gate3: P90待ち時間基準,PASS,2.861,300.0,Gate4: 平均差し戻し回数,PASS,0.0,5.0,0.0,4.5662100456621006e-05,2.860985839200805,0.0,3.9199141538800295
S6_High_Load_Rework,FAIL,Gate1: 完了ジョブ数下限,FAIL,0.0,5,Gate2: 統計品質(CI幅),PASS,0.0,0.5,Gate3: P90待ち時間基準,PASS,0.0,300.0,Gate4: 平均差し戻し回数,PASS,0.0,5.0,0.0,0.0,0.0,0.0,0.0
