job_id,node_id,start_time,base_duration,effective_duration,friction_multiplier,n_servers,wait_time,trial_id
bundle_BUNDLE_MID_4,FIN_EXP,631.0,29.350631339846878,30.818162906839223,1.05,2,0.0,0
bundle_BUNDLE_SMALL_7,MID_EXP,451.0,26.756046411663814,28.093848732247004,1.05,2,0.0,0
job_365.34,SMALL_EXP,365.3382663386541,0.26865697065065813,13.6746398061185,50.900000000000006,999,0.0,0
job_87.47,SMALL_EXP,87.47475223580068,5.769948817702675,293.69039482106615,50.900000000000006,999,0.0,0
job_187.09,SMALL_EXP,187.08816512218607,3.8265105230267613,194.76938562206217,50.900000000000006,999,0.0,0
job_205.14,SMALL_EXP,205.14039082741283,3.4743331347523734,176.8435565588958,50.900000000000006,999,0.0,0
job_312.07,SMALL_EXP,312.06587014562393,1.6220179953872031,82.56071596520864,50.900000000000006,999,0.0,0
bundle_BUNDLE_SMALL_3,SMALL_EXP,271.0,2.502950599072004,127.400185492765,50.900000000000006,999,0.0,0
job_111.18,SMALL_EXP,111.17765606341352,2.1140745316688756,107.60639366194577,50.900000000000006,999,0.0,0
job_192.76,SMALL_EXP,192.75850263079985,0.5276266057381312,26.856194232070884,50.900000000000006,999,0.0,0
job_210.75,SMALL_EXP,210.74581448374042,0.2904797413581513,14.785418835129903,50.900000000000006,999,0.0,0
job_155.26,SMALL_EXP,155.26396063278915,1.4050440091072187,71.51674006355744,50.900000000000006,999,0.0,0
job_199.53,SMALL_EXP,199.5301925701257,0.7563075190991199,38.49605272214521,50.900000000000006,999,0.0,0
job_218.26,SMALL_EXP,218.2635794691037,0.5216519684650242,26.552085194869733,50.900000000000006,999,0.0,0
bundle_BUNDLE_SMALL_8,MID_EXP,541.0,4.025158136834234,4.226416043675946,1.05,2,0.0,0
job_380.10,SMALL_EXP,380.09833875091823,0.674993364636933,34.3571622600199,50.900000000000006,999,0.0,0
job_390.43,SMALL_EXP,390.4333827158369,0.6060542367559238,30.848160650876526,50.900000000000006,999,0.0,0
job_325.25,SMALL_EXP,325.25123026577114,2.0275189526674984,103.20071469077568,50.900000000000006,999,0.0,0
job_422.08,SMALL_EXP,422.0828587162822,0.42732139568514255,21.75065904037376,50.900000000000006,999,0.0,0
job_95.57,SMALL_EXP,95.5671546720581,7.07328893069582,360.0304065724173,50.900000000000006,999,0.0,0
job_392.55,SMALL_EXP,392.54938394344936,1.2675268202654086,64.5171151515093,50.900000000000006,999,0.0,0
bundle_BUNDLE_MID_5,FIN_EXP,811.0,7.667878906810752,8.051272852151289,1.05,2,0.0,0
bundle_BUNDLE_MID_3,MID_EXP,541.0,55.118318401694864,57.87423432177961,1.05,2,0.0,0
bundle_BUNDLE_SMALL_6,MID_EXP,451.0,4.806972312084523,5.047320927688749,1.05,2,0.0,0
job_208.15,SMALL_EXP,208.1453173837751,2.284285808538221,116.27014765459546,50.900000000000006,999,0.0,0
job_246.28,SMALL_EXP,246.27574217918595,1.7155747419391658,87.32275436470356,50.900000000000006,999,0.0,0
job_244.47,SMALL_EXP,244.4690310645114,1.7793711822749683,90.5699931777959,50.900000000000006,999,0.0,0
job_210.85,SMALL_EXP,210.85151326578935,2.5122632816541213,127.87420103619479,50.900000000000006,999,0.0,0
job_158.47,SMALL_EXP,158.4717443187417,3.561368693284274,181.27366648816957,50.900000000000006,999,0.0,0
job_320.47,SMALL_EXP,320.46821633167013,0.7869725931579019,40.05690499173721,50.900000000000006,999,0.0,0
bundle_BUNDLE_MID_2,MID_EXP,456.04732092768876,2.811067687582102,2.951621071961207,1.05,2,5.047320927688759,0
bundle_BUNDLE_SMALL_5,MID_EXP,361.0,4.971020828316995,5.219571869732845,1.05,2,0.0,0
job_73.02,SMALL_EXP,73.02081579727279,4.242322709417421,215.93422590934676,50.900000000000006,999,0.0,0
job_67.79,SMALL_EXP,67.78801156455697,4.517717087449352,229.95179975117205,50.900000000000006,999,0.0,0
job_174.35,SMALL_EXP,174.34828881122837,2.486783151567936,126.57726241480795,50.900000000000006,999,0.0,0
job_121.49,SMALL_EXP,121.48538924519744,3.5931240151078887,182.89001236899156,50.900000000000006,999,0.0,0
job_136.54,SMALL_EXP,136.53537831628518,3.297725893857598,167.85424799735176,50.900000000000006,999,0.0,0
job_139.96,SMALL_EXP,139.96198057430644,3.415160057245651,173.83164691380367,50.900000000000006,999,0.0,0
bundle_BUNDLE_MID_1,MID_EXP,361.0,65.22271320928915,68.48384886975361,1.05,2,0.0,0
bundle_BUNDLE_SMALL_1,MID_EXP,181.0,18.247876284300272,19.160270098515287,1.05,2,0.0,0
job_51.77,SMALL_EXP,51.770060795891936,0.2602948293920747,13.249006816056605,50.900000000000006,999,0.0,0
job_44.72,SMALL_EXP,44.72025732460407,0.42277187907911945,21.519088645127184,50.900000000000006,999,0.0,0
job_12.02,SMALL_EXP,12.021043019829973,2.281496444935955,116.12816904724012,50.900000000000006,999,0.0,0
job_132.99,SMALL_EXP,132.98523286264282,0.41262539402257925,21.002632555749287,50.900000000000006,999,0.0,0
job_135.64,SMALL_EXP,135.6372170444124,0.4946225499780329,25.176287793881876,50.900000000000006,999,0.0,0
job_166.20,SMALL_EXP,166.19504064142495,0.07805865067762466,3.9731853194910953,50.900000000000006,999,0.0,0
bundle_BUNDLE_SMALL_2,MID_EXP,271.0,16.112415404660055,16.918036174893057,1.05,2,0.0,0
job_37.02,SMALL_EXP,37.02476774758143,2.7917726948615087,142.1012301684508,50.900000000000006,999,0.0,0
job_141.91,SMALL_EXP,141.90538175510554,0.793724345251707,40.40056917331189,50.900000000000006,999,0.0,0
