job_id,node_id,base_duration,effective_duration,friction_multiplier,n_servers,wait_time,trial_id
job_9.48,SMALL_EXP,0.6346246646514443,0.6346246646514443,1.0,999,0.0,0
job_9.48,PROTO,2.8647744012194583,2.8647744012194583,1.0,5,0.0,0
job_14.98,SMALL_EXP,1.4398441987296633,1.4398441987296633,1.0,999,0.0,0
job_14.98,PROTO,6.650374397823173,6.650374397823173,1.0,5,0.0,0
job_17.89,SMALL_EXP,3.749255253560385,3.749255253560385,1.0,999,0.0,0
job_17.89,PROTO,5.312778306555817,5.312778306555817,1.0,5,0.0,0
job_20.71,SMALL_EXP,1.7916020018053742,1.7916020018053742,1.0,999,0.0,0
job_20.71,PROTO,4.564777700277993,4.564777700277993,1.0,5,0.5733741748200138,0
job_14.25,SMALL_EXP,6.7126432672565,6.7126432672565,1.0,999,0.0,0
job_14.25,PROTO,11.475972813377938,11.475972813377938,1.0,5,0.0,0
job_27.12,SMALL_EXP,2.782915188816783,2.782915188816783,1.0,999,0.0,0
job_27.12,PROTO,2.7905264101669323,2.7905264101669323,1.0,5,0.0,0
job_4.81,SMALL_EXP,3.3432913007109737,3.3432913007109737,1.0,999,0.0,0
job_4.81,PROTO,36.55491437627059,36.55491437627059,1.0,5,0.0,0
job_29.35,SMALL_EXP,1.5135128888639273,1.5135128888639273,1.0,999,0.0,0
job_29.35,PROTO,17.136117317834334,17.136117317834334,1.0,5,0.0,0
job_14.81,SMALL_EXP,4.911894607504111,4.911894607504111,1.0,999,0.0,0
job_14.81,PROTO,28.49633072498345,28.49633072498345,1.0,5,0.0,0
job_34.99,SMALL_EXP,4.75443222426168,4.75443222426168,1.0,999,0.0,0
job_34.99,PROTO,1.727042091442959,1.727042091442959,1.0,5,8.254496020621055,0
job_29.21,SMALL_EXP,6.697126342300641,6.697126342300641,1.0,999,0.0,0
job_29.21,PROTO,15.282786380569874,15.282786380569874,1.0,5,0.0,0
job_39.35,SMALL_EXP,0.45372468751097716,0.45372468751097716,1.0,999,0.0,0
job_39.35,PROTO,4.107751651899218,4.107751651899218,1.0,5,8.416486428488298,0
job_26.96,SMALL_EXP,10.667710972840707,10.667710972840707,1.0,999,0.0,0
job_26.96,PROTO,16.379339264881843,16.379339264881843,1.0,5,0.0,0
job_41.98,SMALL_EXP,4.230967930406991,4.230967930406991,1.0,999,0.0,0
job_41.98,PROTO,0.12194134249551013,0.12194134249551013,1.0,5,7.796408013033179,0
job_35.76,SMALL_EXP,5.936758065159947,5.936758065159947,1.0,999,0.0,0
job_35.76,PROTO,6.043908894253329,6.043908894253329,1.0,5,8.025422621985918,0
job_41.15,SMALL_EXP,7.018671525489646,7.018671525489646,1.0,999,0.0,0
job_41.15,PROTO,2.25940426197787,2.25940426197787,1.0,5,5.956616419923016,0
job_38.72,SMALL_EXP,3.3117867028114794,3.3117867028114794,1.0,999,0.0,0
job_38.72,PROTO,6.661589637022334,6.661589637022334,1.0,5,9.158889427712076,0
job_31.53,SMALL_EXP,7.087267330741959,7.087267330741959,1.0,999,0.0,0
job_31.53,PROTO,15.667100789637146,15.667100789637146,1.0,5,6.092109365618946,0
job_38.23,SMALL_EXP,11.273413007473867,11.273413007473867,1.0,999,0.0,0
job_38.23,PROTO,10.263638853155902,10.263638853155902,1.0,5,6.2695052486021865,0
job_44.92,SMALL_EXP,0.7013481246165247,0.7013481246165247,1.0,999,0.0,0
job_44.92,PROTO,31.010315622298734,31.010315622298734,1.0,5,6.706320789012793,0
job_38.53,SMALL_EXP,14.117345248717259,14.117345248717259,1.0,999,0.0,0
job_38.53,PROTO,26.036698495693393,26.036698495693393,1.0,5,5.198075053609017,0
job_54.61,SMALL_EXP,0.5329409809839348,0.5329409809839348,1.0,999,0.0,0
job_54.61,PROTO,19.242425623279225,19.242425623279225,1.0,5,10.886326670557182,0
job_53.19,SMALL_EXP,0.9885254469800939,0.9885254469800939,1.0,999,0.0,0
job_53.19,PROTO,25.95030063079159,25.95030063079159,1.0,5,6.191105082513488,0
job_44.47,SMALL_EXP,12.202332935560465,12.202332935560465,1.0,999,0.0,0
job_44.47,PROTO,5.9823700604175185,5.9823700604175185,1.0,5,27.213131813569497,0
job_56.76,SMALL_EXP,1.4523907819422996,1.4523907819422996,1.0,999,0.0,0
job_56.76,PROTO,9.680822330248612,9.680822330248612,1.0,5,28.109480821357785,0
job_51.05,SMALL_EXP,1.290454364468367,1.290454364468367,1.0,999,0.0,0
job_51.05,PROTO,43.05008090785237,43.05008090785237,1.0,5,4.04623028467585,0
job_61.18,SMALL_EXP,1.6638449467212248,1.6638449467212248,1.0,999,0.0,0
job_61.18,PROTO,3.3107169589717835,3.3107169589717835,1.0,5,36.587840454182135,0
job_54.10,SMALL_EXP,2.1901175778399686,2.1901175778399686,1.0,999,0.0,0
job_54.10,PROTO,21.49933857077996,21.49933857077996,1.0,5,27.04534960422447,0
job_59.29,SMALL_EXP,3.818346860060986,3.818346860060986,1.0,999,0.0,0
job_59.29,PROTO,5.413711459354194,5.413711459354194,1.0,5,39.636896663242446,0
job_54.25,SMALL_EXP,10.33731040999169,10.33731040999169,1.0,999,0.0,0
job_54.25,PROTO,1.7008378826822292,1.7008378826822292,1.0,5,43.5673241720734,0
job_55.98,SMALL_EXP,5.087637336859134,5.087637336859134,1.0,999,0.0,0
job_55.98,PROTO,29.387659372261417,29.387659372261417,1.0,5,28.796467668331182,0
job_64.72,SMALL_EXP,4.33039656232545,4.33039656232545,1.0,999,0.0,0
job_64.72,PROTO,3.01080859094404,3.01080859094404,1.0,5,47.38421530537444,0
