scenario_name,n_trials,days,arrival_rate,small_exp_duration,bundle_size_small,mid_exp_duration,fin_exp_duration,bundle_size_mid,bundle_size_fin,dr1_period,dr2_period,dr3_period,dr1_capacity,dr2_capacity,dr3_capacity,dr1_cost_per_review,dr2_cost_per_review,dr3_cost_per_review,dr2_rework_multiplier,dr_capacity,dr_quality,rework_load_factor,max_rework_cycles,decay,n_senior,n_coordinator,n_new,n_servers_mid,n_servers_fin,rework_beta_a,rework_beta_b,rework_task_type_mix,conditional_prob_ratio,decision_latency_days,friction_model,friction_alpha
DOE_TOP_01,100,1095,0.796050900946921,7,6,21,21,2,2,35.9269109270686,35.9269109270686,35.9269109270686,10,14,18,1.0,2.0,3.0,1.8673443458712056,10,0.8,1.163977136285199,3,0.7,2,2,2,2,2,2,5,1,0.5,3,linear,0.05
DOE_TOP_02,100,1095,0.7609219192588292,7,6,21,21,2,2,44.15913406634782,44.15913406634782,44.15913406634782,10,14,18,1.0,2.0,3.0,2.4427135317040074,10,0.8,1.2082894826969217,3,0.7,2,2,2,2,2,2,5,1,0.5,3,linear,0.05
DOE_TOP_03,100,1095,0.7464397157378317,7,6,21,21,2,2,48.73373414903064,48.73373414903064,48.73373414903064,10,14,18,1.0,2.0,3.0,2.0430038923159475,10,0.8,0.890614238604704,3,0.7,2,2,2,2,2,2,5,1,0.5,3,linear,0.05
DOE_TOP_04,100,1095,0.5789300558558839,7,6,21,21,2,2,53.43875934551931,53.43875934551931,53.43875934551931,10,14,18,1.0,2.0,3.0,1.116685207912332,10,0.8,1.492639111562681,3,0.7,2,2,2,2,2,2,5,1,0.5,3,linear,0.05
DOE_TOP_05,100,1095,0.6246460155461016,7,6,21,21,2,2,63.79008939645195,63.79008939645195,63.79008939645195,10,14,18,1.0,2.0,3.0,1.8141375338861898,10,0.8,0.5341986411110209,3,0.7,2,2,2,2,2,2,5,1,0.5,3,linear,0.05
