scenario,overall_status,gate1_name,gate1_status,gate1_value,gate1_threshold,gate2_name,gate2_status,gate2_value,gate2_threshold,gate3_name,gate3_status,gate3_value,gate3_threshold,gate4_name,gate4_status,gate4_value,gate4_threshold,avg_completed,avg_tp,avg_p90_lt,avg_reworks,ci_width_tp
Baseline_Fast,FAIL,Gate1: 完了ジョブ数下限,FAIL,0.0,5,Gate2: 統計品質(CI幅),PASS,0.025,0.5,Gate3: P90待ち時間基準,PASS,28.9013,300.0,Gate4: 平均差し戻し回数,PASS,3.0222,5.0,0.0,0.031309589041095896,28.901292876576953,3.0221808731004227,0.02502562292157381
