Scenario,Node,AvgTime,AvgWait,AvgWork
Baseline_Fast,SMALL_EXP,2.063498141890596,0.0,2.063498141890596
Baseline_Fast,BUNDLE_SMALL,1.3435062092996088,1.3435062092996088,0.0
Baseline_Fast,DR1,20.436402456186187,20.436402456186187,0.0
Baseline_Fast,MID_EXP,10.501422614251554,3.39908775029947e-06,10.501419215163803
Baseline_Fast,BUNDLE_MID,2.976534842692666,2.976534842692666,0.0
Baseline_Fast,DR2,21.303623351780338,21.303623351780338,0.0
Baseline_Fast,FIN_EXP,10.151283256859701,0.0,10.151283256859701
Baseline_Fast,BUNDLE_FIN,11.175581073178309,11.175581073178309,0.0
Baseline_Fast,DR3,21.34049789504561,21.34049789504561,0.0
