job_id,node_id,start_time,base_duration,effective_duration,friction_multiplier,n_servers,wait_time,trial_id
job_14.98,SMALL_EXP,14.982781898429325,7.272173166907562,7.999390483598319,1.1,10,0.0,0
job_17.89,SMALL_EXP,17.888102929841626,7.2237426603287105,7.946116926361582,1.1,10,0.0,0
job_20.71,SMALL_EXP,20.708024318356774,6.7057509701186,7.711613615636389,1.15,10,0.0,0
job_26.96,SMALL_EXP,26.95661623145577,4.536351249544569,4.763168812021798,1.05,10,0.0,0
job_27.12,SMALL_EXP,27.115204625822788,5.197209920821797,5.716930912903977,1.1,10,0.0,0
job_31.53,SMALL_EXP,31.52724618855265,2.1025935928181623,2.523112311381795,1.2,10,0.0,0
job_29.21,SMALL_EXP,29.208326318909116,5.6239837110199655,6.186382082121963,1.1,10,0.0,0
job_41.15,SMALL_EXP,41.15031986626117,1.2792282234829948,1.6629966905278932,1.3,10,0.0,0
job_38.53,SMALL_EXP,38.53440837647569,4.645031904187608,5.5740382850251295,1.2,10,0.0,0
job_38.72,SMALL_EXP,38.717562911256074,7.700288043406073,9.625360054257591,1.25,10,0.0,0
job_34.99,SMALL_EXP,34.989900894320265,12.4857098207248,13.734280802797281,1.1,10,0.0,0
job_54.10,SMALL_EXP,54.10073252365365,0.5674213038512715,0.7376476950066531,1.3,10,0.0,0
job_56.76,SMALL_EXP,56.76215270204221,0.37981236855609873,0.5317373159785382,1.4,10,0.0,0
job_59.29,SMALL_EXP,59.29056641717242,0.6766456069142005,0.8119747282970405,1.2,10,0.0,0
job_60.71,SMALL_EXP,60.70754767200467,0.207208200714195,0.24864984085703398,1.2,10,0.0,0
job_64.08,SMALL_EXP,64.07636445037227,0.27482085660181843,0.35726711358236396,1.3,10,0.0,0
job_55.98,SMALL_EXP,55.984792229722565,6.332839070971472,8.549332745811489,1.35,10,0.0,0
job_66.48,SMALL_EXP,66.47801625656997,3.6145964423503196,4.518245552937899,1.25,10,0.0,0
job_41.98,SMALL_EXP,41.97629052573815,22.03484627768711,29.7470424748776,1.35,10,0.0,0
job_69.74,SMALL_EXP,69.73931552449133,1.5457154175616141,2.0094300428300986,1.3,10,0.0,0
job_74.69,SMALL_EXP,74.68920935291352,6.753369376392423,7.766374782851286,1.15,10,0.0,0
job_79.81,SMALL_EXP,79.81207702805024,3.082220240124283,3.6986642881491396,1.2,10,0.0,0
job_74.84,SMALL_EXP,74.83526604887439,8.362102753459146,9.616418166478017,1.15,10,0.0,0
job_84.68,SMALL_EXP,84.67531809854712,5.8450315961745885,7.306289495218236,1.25,10,0.0,0
job_95.30,SMALL_EXP,95.29694433001112,0.6054156522656658,0.6962280001055157,1.15,10,0.0,0
job_96.42,SMALL_EXP,96.42402051478838,0.08174308837512353,0.09400455163139206,1.15,10,0.0,0
job_83.59,SMALL_EXP,83.58959876811319,13.724744559676964,17.155930699596205,1.25,10,0.0,0
job_98.51,SMALL_EXP,98.51029687167433,4.123447447081062,4.948136936497273,1.2,10,0.0,0
job_103.69,SMALL_EXP,103.68791205489964,1.32269595954054,1.587235151448648,1.2,10,0.0,0
job_106.70,SMALL_EXP,106.70353031618525,4.486829119495801,5.384194943394961,1.2,10,0.0,0
job_97.79,SMALL_EXP,97.7876124258045,16.00942721217289,18.410841293998825,1.15,10,0.0,0
job_117.32,SMALL_EXP,117.3232959077048,0.8066792740392623,0.8873472014431886,1.1,10,0.0,0
job_131.34,SMALL_EXP,131.34325828129425,1.3612630970017938,1.769642026102332,1.3,10,0.0,0
job_128.10,SMALL_EXP,128.09837942012427,4.27961945952698,5.135543351432376,1.2,10,0.0,0
job_126.91,SMALL_EXP,126.9133310222027,5.693386674345661,6.54739467549751,1.15,10,0.0,0
job_96.99,SMALL_EXP,96.99209991799003,33.67925908891434,38.73114795225149,1.15,10,0.0,0
job_121.54,SMALL_EXP,121.53661637725833,15.481555000484212,17.029710500532634,1.1,10,0.0,0
job_138.42,SMALL_EXP,138.41518419382592,1.0471768403460664,1.151894524380673,1.1,10,0.0,0
job_139.18,SMALL_EXP,139.1788232656279,0.6710002426951395,0.7716502790994103,1.15,10,0.0,0
job_134.36,SMALL_EXP,134.35918103151343,10.966448373149637,12.063093210464602,1.1,10,0.0,0
job_139.08,SMALL_EXP,139.07932182322045,10.754048051367143,11.829452856503858,1.1,10,0.0,0
job_152.04,SMALL_EXP,152.03933550036723,0.3295710888424826,0.34604964328460674,1.05,10,0.0,0
job_164.62,SMALL_EXP,164.62202369187315,4.10320865265813,5.334171248455569,1.3,10,0.0,0
job_179.81,SMALL_EXP,179.81077866838174,0.5609468569497882,0.7011835711872352,1.25,10,0.0,0
job_157.30,SMALL_EXP,157.30471524286025,19.43968823424744,23.327625881096928,1.2,10,0.0,0
job_174.30,SMALL_EXP,174.29990194207528,5.708141964030654,7.42058455323985,1.3,10,0.0,0
job_175.31,SMALL_EXP,175.3070215389795,6.827662810082186,8.875961653106842,1.3,10,0.0,0
job_181.83,SMALL_EXP,181.82847854310242,9.133560743008353,10.046916817309189,1.1,10,0.0,0
job_187.99,SMALL_EXP,187.99330099432675,10.518967626007777,11.044916007308167,1.05,10,0.0,0
job_202.37,SMALL_EXP,202.37314828392152,7.9216869836357064,8.317771332817491,1.05,10,0.0,0
job_207.76,SMALL_EXP,207.7574952292203,3.780599118402452,4.536718942082942,1.2,10,0.0,0
job_202.81,SMALL_EXP,202.8112565474125,13.740165938470884,15.114182532317974,1.1,10,0.0,0
job_226.13,SMALL_EXP,226.13233933337398,3.221274470226726,3.865529364272071,1.2,10,0.0,0
