scenario,rework_completed_avg,rework_throughput_avg,rework_lead_time_p50_avg,rework_lead_time_p90_avg,rework_lead_time_p95_avg
01_Baseline_v2,31.166666666666668,0.008538812785388128,58.42960318029358,113.94612909077449,122.89843718076126
02_High_Resource_Extreme,10.5,0.0028767123287671234,30.216273383494105,76.86046992312552,88.16738211614492
03_High_Uncertainty_Extreme,0.0,0.0,0.0,0.0,0.0
04_Efficient_DR_Extreme,5.2,0.0014246575342465755,10.498483063045109,17.433610596003607,19.18414367229271
05_Heavy_Load_Extreme,0.0,0.0,0.0,0.0,0.0
06_Throughput_Max_Attempt,14.333333333333334,0.003926940639269407,8.52374905528737,19.720691260031355,23.098880864460604
