scenario,primary_completed_avg,rework_jobs_avg,primary_work_avg_days,primary_wait_avg_days,primary_decision_avg_days,primary_flow_avg_days,rework_flow_avg_days,rework_wait_avg_days,rework_work_avg_days,rework_decision_avg_days,rework_time_per_primary_avg_days,time_loss_per_primary_avg_days,review_cost_total_avg,review_cost_per_primary_avg,rework_review_cost_avg,rework_review_cost_per_primary_avg,rework_review_ratio_avg
01_Baseline_v2,1.1666666666666667,31.166666666666668,0.0,146.80967025231436,3.0,149.80967025231436,62.84777601721337,52.56698906094987,10.280786956263503,0.0,1891.5916001241656,2041.4012703764802,3.5,3.0,0.0,0.0,0.0
02_High_Resource_Extreme,1.4,10.5,0.0,141.4456972233273,3.0,144.4456972233273,37.84940059315799,14.761533621225288,23.08786697193269,0.0,317.6921210708691,462.1378182941964,4.2,3.0,0.0,0.0,0.0
03_High_Uncertainty_Extreme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04_Efficient_DR_Extreme,28.466666666666665,5.2,0.0,107.14352693033084,1.0,108.14352693033084,10.658668321145097,2.2853251620807673,8.373343159064328,0.0,2.122186193614162,110.26571312394502,14.233333333333333,0.5,0.0,0.0,0.0
05_Heavy_Load_Extreme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06_Throughput_Max_Attempt,20.466666666666665,14.333333333333334,0.0,67.80765641955969,2.0,69.80765641955969,10.152350632183179,3.2070733874587942,6.9452772447243865,0.0,7.740487617347229,77.54814403690693,20.466666666666665,1.0,0.0,0.0,0.0
