arrival_rate,rework_load_factor,dr2_rework_multiplier,dr2_period,dr2_capacity,bundle_size_mid,n_servers_mid,throughput,p90_wait,avg_wip,avg_reworks,dr1_wait,dr2_wait,dr3_wait,dr1_cost,dr2_cost,dr3_cost,dr1_wip,dr2_wip,dr3_wip,total_review_cost,cost_per_completed,completed_count,dr2_wait_ratio,score
0.17370458603802674,1.586435000093434,1.6419478258991258,160,21,2,4,0.0009132420091324201,54.2886685266069,47.86529680365297,2.0,42.096188142345895,89.8327987938998,64.79344376415875,21.5,15.0,4.5,0.7570776255707763,0.7552511415525114,0.07899543378995434,41.0,41.0,1.0,2.1339889134411703,1.7757840232261015
0.46283932427350083,0.7922782270494043,3.7700823245790756,168,8,1,2,0.00821917808219178,74.18605203075124,127.5082191780822,0.7777777777777778,43.180060154500765,115.95213271684949,45.87519826395284,57.5,68.0,37.5,2.2050228310502282,4.515525114155251,0.5328767123287671,163.0,18.11111111111111,9.0,2.6853166091470464,1.6688848271743568
0.33295185852167614,1.219502869382596,3.6573028564043595,172,16,2,4,0.00228310502283105,69.4974402742148,89.45152012221081,0.6666666666666666,42.15066940473105,86.18271730049184,31.273402397402563,43.5,27.0,19.5,1.6198596746053608,1.0830265541392237,0.19002529363151435,90.0,36.75,2.5,2.0446346052767215,1.47063455753092
0.2272874113368291,1.257487835413266,3.9551246919730643,157,14,2,1,0.0013698630136986301,66.2471849490365,59.974457684081884,0.75,43.461796525362544,84.17542185095554,65.7975624989174,27.5,19.0,6.0,1.035736976256545,0.9192651373420555,0.10425189072904503,52.5,38.75,1.5,1.936768117761404,1.4598622681378521
0.5228242819820942,0.7322288860797316,1.3586727968688919,152,10,3,3,0.0027397260273972603,54.19789009402157,138.83161588690172,0.75,44.0742139873101,83.36831292654549,51.233844890182176,66.0,28.0,13.5,2.5918054702611473,1.0629343226092152,0.21069027894404824,107.5,40.75,3.0,1.8915439524468658,1.4550032999867044
0.3969761799076986,1.6355611517199562,2.026662308410196,174,28,2,2,0.004109589041095891,35.860356979583315,103.74931506849315,0.6666666666666666,45.14836291759784,95.56297778654952,19.474730722720693,51.0,32.0,15.0,2.0429223744292235,1.4100456621004567,0.09908675799086758,98.0,24.416666666666668,4.5,2.1166432537313815,1.3795154983143287
0.5962499290668842,2.3349623153988555,2.429573365437782,151,18,2,2,0.0045662100456621,78.12252549469451,157.737899543379,1.0,45.56858142574154,78.4132361749306,44.6203560856518,76.0,49.0,25.5,3.116438356164384,1.7634703196347032,0.3401826484018265,150.5,31.333333333333336,5.0,1.720774132561327,1.3197022350963186
0.7194040458690445,1.7222342106813424,3.2927496538728325,163,12,4,4,0.0036529680365296802,57.88548278503759,192.71324200913244,0.5333333333333333,48.16448311176019,86.68391949843542,41.54883473089069,88.0,24.0,15.0,3.8388127853881278,1.0452054794520549,0.19223744292237444,127.0,33.733333333333334,4.0,1.7997477372962825,1.2896714536157214
0.7309924293478103,2.3037249772297907,1.0466974545797436,168,9,2,3,0.005936073059360731,56.8249456047334,196.28721461187214,0.7738095238095238,50.89551845485702,85.0449848620261,39.00845129061489,88.5,55.0,31.5,4.08675799086758,2.2360730593607308,0.3881278538812785,175.0,26.952380952380953,6.5,1.6709719724627377,1.2616305310550329
0.5010860735599241,2.1245213902637072,1.506078839466808,114,13,3,4,0.00228310502283105,60.325862746997146,135.60273972602738,1.1666666666666665,43.61111659767539,64.86006007684614,46.321320621072886,61.0,27.0,12.0,2.385388127853881,0.7963470319634703,0.16940639269406393,100.0,41.16666666666667,2.5,1.4872368592438971,1.2565403507634723
