arrival_rate,rework_load_factor,dr2_rework_multiplier,dr2_period,dr2_capacity,bundle_size_mid,n_servers_mid,throughput,p90_wait,avg_wip,avg_reworks,dr1_wait,dr2_wait,dr3_wait,dr1_cost,dr2_cost,dr3_cost,dr1_wip,dr2_wip,dr3_wip,total_review_cost,cost_per_completed,completed_count,dr2_wait_ratio,score
0.17370458603802674,1.586435000093434,1.6419478258991258,160,21,2,4,0.0009132420091324201,54.2886685266069,47.86529680365297,2.0,42.096188142345895,89.8327987938998,64.79344376415875,21.5,15.0,4.5,0.7570776255707763,0.7552511415525114,0.07899543378995434,41.0,41.0,1.0,2.1339889134411703,1.7757840232261015
0.2272874113368291,1.257487835413266,3.9551246919730643,157,14,2,1,0.0013698630136986301,66.2471849490365,59.974457684081884,0.75,43.461796525362544,84.17542185095554,65.7975624989174,27.5,19.0,6.0,1.035736976256545,0.9192651373420555,0.10425189072904503,52.5,38.75,1.5,1.936768117761404,1.4598622681378521
0.2579780681085162,1.3717827362816761,3.578067001523734,109,19,3,2,0.0013698630136986301,64.7227364034962,70.0936928702011,1.25,39.985216215692944,58.7731202756802,51.3425059671621,30.0,16.0,7.5,1.0315356489945156,0.4181901279707495,0.12020109689213894,53.5,40.0,1.5,1.4698712633849305,1.1698165847128954
0.15338163671108912,2.0189496541573475,3.842007491445625,120,20,3,3,0.0009132420091324201,63.74403238326755,45.02218357754814,0.0,47.5544712251784,77.5052137999003,63.74403238326755,19.5,8.0,3.0,0.8077688350932704,0.2726115289479301,0.05901125438937927,30.5,30.5,1.0,1.6298196952480053,1.0703212036188516
0.2154605611051178,1.7757122395343865,3.934928307985027,67,24,2,2,0.0013698630136986301,63.69964333663858,57.146764764915446,2.0,48.34650136177214,31.952793705563174,60.79215797552325,27.0,21.0,12.0,1.1508429926238146,0.27940187666215066,0.23393045310853527,60.0,43.0,1.5,0.6609122233367735,0.8890253320641356
0.18770281419600426,0.9199777380880854,2.90372730358765,71,22,2,3,0.0013698630136986301,42.79264271834447,50.8603226667138,1.0,41.64526260456726,48.61835101653135,40.937653367129975,24.0,15.0,7.5,0.8678822219360508,0.3114584727366996,0.08169605394836625,46.5,34.5,1.5,1.167440135464516,0.8874431000248186
0.24942249016471524,0.8807476596417365,1.856555916299027,104,7,2,4,0.0018264840182648401,72.62585429344207,67.46828685359196,1.0,40.66711681505943,54.1082807257346,56.82785757914125,31.0,16.0,7.5,1.0872133539630426,0.4061599808797816,0.1277293482772935,54.5,27.25,2.0,1.3305167654692889,0.8768745583655418
0.201972241934756,2.5575259980284892,2.1986089014637527,118,12,3,3,0.0009132420091324201,61.01630170767527,56.270566727605114,0.0,48.7402439086313,52.599039999028776,61.01630170767527,25.0,9.0,3.0,1.0146252285191957,0.20475319926873858,0.05621572212065813,37.0,37.0,1.0,1.0791706356174826,0.7770163869400887
0.17731821508851836,1.8020520466388867,1.1286993932098621,96,11,1,1,0.0031963470319634705,63.193543287660844,49.69808060135019,0.75,49.76567222179243,48.278217576166824,44.113048716898945,22.5,38.0,24.0,0.9474701689623277,0.7896479707360764,0.33919783701434314,84.5,24.916666666666664,3.5,0.9701108298307233,0.7267007237751525
0.1477214487775941,1.005831291616737,3.7973142467093903,91,16,3,3,0.00045662100456621003,38.20262008054004,20.638686131386862,0.5,20.267667895003086,33.868049608232134,38.20262008054004,8.5,5.0,1.5,0.26916058394160586,0.1491788321167883,0.03512773722627737,15.0,30.0,0.5,1.671038314999338,0.7063057075865948
0.12741213299526516,1.6693266737534636,3.529503346536326,145,12,2,2,0.00045662100456621003,9.021175201789504,19.7,0.5,23.11316163251817,29.629105683957718,16.356579128568967,9.0,4.0,3.0,0.3275229357798165,0.10504587155963303,0.030733944954128442,16.0,32.0,0.5,1.2819148740894102,0.5946957033299309
0.3068208312751096,2.408751026038237,1.161496771577716,162,20,3,1,0.0009132420091324201,39.07373760011588,39.596803652968035,0.25,20.49990139136657,28.478668032307613,38.2764098678322,19.0,7.0,3.0,0.682648401826484,0.2219178082191781,0.07031963470319634,29.0,29.0,1.0,1.3892100009954809,0.5289976723723043
0.11989926261166643,1.5368309563273788,3.410773361687724,140,24,4,1,0.0009132420091324201,53.370938331145,37.82458831011605,0.5,41.27804575885649,26.228101340191017,53.370938331145,14.5,4.0,3.0,0.5116342666454952,0.0362382033761889,0.04954981067432203,21.5,21.5,1.0,0.6354007525795621,0.2655618773110098
0.10309219982419171,1.101938575285498,3.309336577357219,101,25,3,4,0.00045662100456621003,31.517561345145282,16.801739926739927,0.5,19.80528312969872,18.074038940234857,31.517561345145282,6.5,2.0,1.5,0.19917582417582416,0.0260989010989011,0.029304029304029304,10.0,20.0,0.5,0.9125867487919019,0.23516532308579713
