scenario,rework_jobs_avg,rework_flow_avg_days,rework_wait_avg_days,rework_work_avg_days,rework_decision_avg_days,rework_review_cost_avg,rework_review_cost_per_primary_avg
Baseline_Short_DR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
