scenario_name,n_trials,days,arrival_rate,small_exp_duration,bundle_size_small,mid_exp_duration,fin_exp_duration,bundle_size_mid,bundle_size_fin,dr1_period,dr2_period,dr3_period,dr1_capacity,dr2_capacity,dr3_capacity,dr1_cost_per_review,dr2_cost_per_review,dr3_cost_per_review,dr2_rework_multiplier,dr_capacity,dr_quality,rework_load_factor,max_rework_cycles,decay,n_senior,n_coordinator,n_new,n_servers_mid,n_servers_fin,rework_beta_a,rework_beta_b,rework_task_type_mix,conditional_prob_ratio,decision_latency_days,friction_model,friction_alpha,engineer_pool_size,hours_per_day_per_engineer,n_servers_small,adoption_rate,dr1_t,dr2_t,dr3_t
Baseline_Fast,50,3650,0.43,2,2,10,10,2,2,30,30,30,20,20,20,1.0,2.0,3.0,2.0,50,0.8,1.3,3,0.7,2,2,2,20,20,2,5,1,0.8,0,linear,0.01,100,6.0,50,1.0,30,60,90
