job_id,node_id,start_time,base_duration,effective_duration,friction_multiplier,n_servers,wait_time,trial_id
job_336.68,SMALL_EXP,336.6806617299433,5.722144908397772,291.25717583744665,50.900000000000006,999,0.0,51
job_558.03,SMALL_EXP,558.0258217582585,1.671469519267592,85.07779853072044,50.900000000000006,999,0.0,51
bundle_BUNDLE_MID_5,FIN_EXP,753.0,13.529794870341613,14.206284613858694,1.05,2,0.0,51
bundle_BUNDLE_SMALL_11,MID_EXP,693.0,8.631481159459561,9.06305521743254,1.05,2,0.0,51
job_244.99,SMALL_EXP,244.98799267610593,8.293510007209054,422.1396593669409,50.900000000000006,999,0.0,51
job_510.37,SMALL_EXP,510.3698810535056,3.2607287584161115,165.97109380338009,50.900000000000006,999,0.0,51
job_367.58,SMALL_EXP,367.57725752740254,6.067995164745024,308.8609538855217,50.900000000000006,999,0.0,51
job_614.23,SMALL_EXP,614.2321447935682,1.2365302133864495,62.939387861370285,50.900000000000006,999,0.0,51
job_361.81,SMALL_EXP,361.8149631967503,6.216173893848541,316.4032511968908,50.900000000000006,999,0.0,51
job_560.74,SMALL_EXP,560.7397808265637,2.32970580864402,118.58202565998063,50.900000000000006,999,0.0,51
bundle_BUNDLE_SMALL_12,MID_EXP,723.0,1.4519804465125201,1.5245794688381462,1.05,2,0.0,51
job_427.57,SMALL_EXP,427.56586359709144,4.999695594616242,254.48450576596673,50.900000000000006,999,0.0,51
job_412.20,SMALL_EXP,412.19587434192454,5.681900819620398,289.2087517186783,50.900000000000006,999,0.0,51
job_273.21,SMALL_EXP,273.2130228339124,8.48467645297016,431.87003145618115,50.900000000000006,999,0.0,51
job_285.86,SMALL_EXP,285.8649537105673,8.310974309423244,423.0285923496432,50.900000000000006,999,0.0,51
job_568.27,SMALL_EXP,568.2693289014838,2.8524057677317436,145.18745357754577,50.900000000000006,999,0.0,51
job_345.51,SMALL_EXP,345.51334303748985,7.341778686810045,373.6965351586313,50.900000000000006,999,0.0,51
bundle_BUNDLE_FIN_1,FIN_EXP,363.0,16.214861302591345,17.025604367720913,1.05,2,0.0,52
bundle_BUNDLE_MID_1,FIN_EXP,273.0,27.874380435298967,29.268099457063915,1.05,2,0.0,52
bundle_BUNDLE_SMALL_1,MID_EXP,123.0,13.418079458057498,14.088983430960374,1.05,2,0.0,52
job_1.24,SMALL_EXP,1.2407445434418063,0.17579111764099006,8.947767887926394,50.900000000000006,999,0.0,52
job_36.70,SMALL_EXP,36.69960357854013,0.051452660469975625,2.6189404179217597,50.900000000000006,999,0.0,52
job_43.77,SMALL_EXP,43.766972657293586,0.9701202731203504,49.37912190182584,50.900000000000006,999,0.0,52
job_10.97,SMALL_EXP,10.97019494560696,1.6274472209563375,82.83706354667758,50.900000000000006,999,0.0,52
job_81.34,SMALL_EXP,81.3373136536903,0.33540222366649186,17.071973184624436,50.900000000000006,999,0.0,52
job_57.58,SMALL_EXP,57.58458574219602,0.9222290362152087,46.94145794335413,50.900000000000006,999,0.0,52
bundle_BUNDLE_SMALL_3,MID_EXP,243.0,5.990151604969512,6.289659185217988,1.05,2,0.0,52
job_194.75,SMALL_EXP,194.74573270187136,0.17143844804725075,8.726217005605065,50.900000000000006,999,0.0,52
job_158.54,SMALL_EXP,158.5373966330839,0.9164375825203115,46.64667295028386,50.900000000000006,999,0.0,52
job_94.31,SMALL_EXP,94.31017174656827,2.2149328677886704,112.74008297044334,50.900000000000006,999,0.0,52
job_80.63,SMALL_EXP,80.63402986155165,2.5879782144260997,131.72809111428847,50.900000000000006,999,0.0,52
